01000001,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01002735,[['Toán', '6.6'], ['Lí', '6.5'], ['Hóa', '6.25'], ['Sinh', '6.25'], ['Văn', '8.5'], ['Ngoại ngữ', '5']]
01002736,[['Toán', '7.4'], ['Văn', '7.5'], ['Sử', '5.25'], ['Địa', '6.75'], ['Ngoại ngữ', '4'], ['GDCD', '7.75']]
01002737,[['Toán', '8.4'], ['Lí', '4.75'], ['Hóa', '8.25'], ['Sinh', '8.75'], ['Văn', '6.75'], ['Ngoại ngữ', '7.2']]
01002738,[['Toán', '8.6'], ['Lí', '8.25'], ['Hóa', '6.75'], ['Sinh', '5.75'], ['Văn', '8.75'], ['Ngoại ngữ', '8.8']]
01002739,[['Toán', '8.6'], ['Lí', '8.5'], ['Hóa', '6.75'], ['Sinh', '6.25'], ['Văn', '8.5'], ['Ngoại ngữ', '8.8']]
01002740,[['Toán', '7.2'], ['Lí', '7.5'], ['Hóa', '4.75'], ['Sinh', '6.25'], ['Văn', '7.25'], ['Ngoại ngữ', '8.4']]
01002741,[['Toán', '8.2'], ['Lí', '8.25'], ['Hóa', '9.5'], ['Sinh', '7.25'], ['Văn', '7.25'], ['Ngoại ngữ', '9.4']]
01002742,[['Toán', '8.4'], ['Lí', '3.75'], ['Hóa', '8.25'], ['Sinh', '5.75'], ['Văn', '5.75'], ['Ngoại ngữ', '9.4']]
01002743,[['Toán', '8.6'], ['Lí', '8.5'], ['Hóa', '7.5'], ['Sinh', '6.75'], ['Văn', '6.75'], ['Ngoại ngữ', '9.4']]
01002744,[['Toán', '8.4'], ['Lí', '6.25'], ['Hóa', '8'], ['Sinh', '7.5'], ['Văn', '7'], ['Ngoại ngữ', '9.2']]
01002745,[['Toán', '8.4'], ['Lí', '8.25'], ['Hóa', '8.5'], ['Sinh', '7'], ['Văn', '7.25'], ['Ngoại ngữ', '8.8']]
01002746,[['Toán', '8.4'], ['Lí', '7.5'], ['Hóa', '6.25'], ['Sinh', '5'], ['Văn', '6.75'], ['Ngoại ngữ', '8.8']]
01002747,[['Toán', '7.8'], ['Lí', '3.75'], ['Hóa', '8.5'], ['Sinh', '7.25'], ['Văn', '6.75'], ['Ngoại ngữ', '4']]
01002748,[['Toán', '7.2'], ['Lí', '5.75'], ['Hóa', '5.25'], ['Sinh', '4.75'], ['Văn', '6.5'], ['Ngoại ngữ', '8']]
01002749,[['Toán', '7.4'], ['Lí', '6.75'], ['Hóa', '6.5'], ['Sinh', '8.5'], ['Văn', '9.25'], ['Ngoại ngữ', '8.4']]
01002750,[['Toán', '8'], ['Lí', '7.5'], ['Hóa', '5.75'], ['Sinh', '6'], ['Văn', '6.75'], ['Ngoại ngữ', '9.4']]
01002751,[['Toán', '6.4'], ['Lí', '5.25'], ['Hóa', '4.5'], ['Sinh', '6.5'], ['Văn', '5'], ['Ngoại ngữ', '8']]
01002752,[['Toán', '8'], ['Lí', '8'], ['Hóa', '4.75'], ['Sinh', '5.75'], ['Văn', '6.5'], ['Ngoại ngữ', '7']]
01002753,[['Toán', '8'], ['Lí', '6'], ['Hóa', '7.75'], ['Sinh', '5.5'], ['Văn', '7'], ['Ngoại ngữ', '8.8']]
01002754,[['Toán', '9'], ['Lí', '3.75'], ['Hóa', '8.25'], ['Sinh', '8.75'], ['Văn', '6.5'], ['Ngoại ngữ', '7.2']]
01002755,[['Toán', '7.4'], ['Lí', '5.5'], ['Hóa', '5'], ['Sinh', '5.5'], ['Văn', '8.5'], ['Ngoại ngữ', '7.8']]
01002756,[['Toán', '8.2'], ['Lí', '7.25'], ['Hóa', '6'], ['Sinh', '6.25'], ['Văn', '9'], ['Ngoại ngữ', '8']]
01002757,[['Toán', '7.6'], ['Lí', '7.75'], ['Hóa', '6.5'], ['Sinh', '7'], ['Văn', '8'], ['Ngoại ngữ', '9']]
01002758,[['Toán', '7.4'], ['Lí', '5.5'], ['Hóa', '7'], ['Sinh', '6'], ['Văn', '7.5'], ['Ngoại ngữ', '6.8']]
01002759,[['Toán', '7.8'], ['Lí', '6'], ['Hóa', '5.25'], ['Sinh', '4.5'], ['Văn', '7.75'], ['Ngoại ngữ', '8']]
01002760,[['Toán', '6.8'], ['Lí', '6.5'], ['Hóa', '7.5'], ['Sinh', '8'], ['Văn', '6.75'], ['Ngoại ngữ', '8.4']]
01002761,[['Toán', '8.2'], ['Lí', '7.75'], ['Hóa', '6.5'], ['Sinh', '5.75'], ['Văn', '6.75'], ['Ngoại ngữ', '9']]
01002762,[['Toán', '8.6'], ['Lí', '7.25'], ['Hóa', '9.25'], ['Sinh', '8.5'], ['Văn', '7'], ['Ngoại ngữ', '7.8']]
01002763,[['Toán', '7.4'], ['Lí', '7'], ['Hóa', '5.25'], ['Sinh', '4.5'], ['Văn', '8'], ['Ngoại ngữ', '7.2']]
01002764,[['Toán', '8.2'], ['Lí', '6.5'], ['Hóa', '6.25'], ['Sinh', '5.5'], ['Văn', '8.75'], ['Ngoại ngữ', '9.2']]
01002765,[['Toán', '7.6'], ['Văn', '6.5'], ['Sử', '6.5'], ['Địa', '6.25'], ['GDCD', '7.75']]
01002766,[['Toán', '8.4'], ['Lí', '9'], ['Hóa', '4'], ['Sinh', '5.25'], ['Văn', '6.5'], ['Ngoại ngữ', '9.4']]
01002767,[['Toán', '7.8'], ['Lí', '5'], ['Hóa', '9'], ['Sinh', '8'], ['Văn', '6.5'], ['Ngoại ngữ', '8.8']]
01002768,[['Toán', '8.8'], ['Lí', '8'], ['Hóa', '7.75'], ['Sinh', '4.25'], ['Văn', '7'], ['Ngoại ngữ', '8.6']]
01002769,[['Toán', '8.4'], ['Lí', '8'], ['Hóa', '5.5'], ['Sinh', '6.25'], ['Văn', '7'], ['Ngoại ngữ', '9']]
01002770,[['Toán', '8.6'], ['Lí', '3'], ['Hóa', '8'], ['Sinh', '4.75'], ['Văn', '7'], ['Ngoại ngữ', '9.2']]
01002771,[['Toán', '8'], ['Lí', '8.75'], ['Hóa', '8.25'], ['Sinh', '5.75'], ['Văn', '7.5'], ['Ngoại ngữ', '8.2']]
01002772,[['Toán', '7.2'], ['Lí', '7'], ['Hóa', '3.25'], ['Sinh', '4.25'], ['Văn', '7.25'], ['Ngoại ngữ', '8.4']]
01002773,[['Toán', '9'], ['Lí', '8'], ['Hóa', '4.75'], ['Sinh', '3'], ['Văn', '7'], ['Ngoại ngữ', '8.4']]
01002774,[['Toán', '8'], ['Lí', '8.25'], ['Hóa', '7.25'], ['Sinh', '7'], ['Văn', '8'], ['Ngoại ngữ', '9.4']]
01002775,[['Toán', '8'], ['Lí', '7.5'], ['Hóa', '6.5'], ['Sinh', '7'], ['Văn', '7.25'], ['Ngoại ngữ', '8.8']]
01002776,[['Toán', '8.6'], ['Lí', '4.5'], ['Hóa', '6.5'], ['Sinh', '3.5'], ['Văn', '8.5'], ['Ngoại ngữ', '8.6']]
01002777,[['Toán', '7.8'], ['Lí', '5.75'], ['Hóa', '4.5'], ['Sinh', '5.75'], ['Văn', '6.75'], ['Ngoại ngữ', '8.4']]
01002778,[['Toán', '7.8'], ['Lí', '7.5'], ['Hóa', '7'], ['Sinh', '5'], ['Văn', '7.25'], ['Ngoại ngữ', '7.6']]
01002779,[['Toán', '7.8'], ['Lí', '7.5'], ['Hóa', '5'], ['Sinh', '5.5'], ['Văn', '6.75'], ['Ngoại ngữ', '6.6']]
01002780,[['Toán', '8.2'], ['Lí', '4'], ['Hóa', '8'], ['Sinh', '3.75'], ['Văn', '8.25'], ['Ngoại ngữ', '8']]
01002781,[]
01002782,[['Toán', '6.6'], ['Lí', '7'], ['Hóa', '6.75'], ['Sinh', '6.25'], ['Văn', '7.75'], ['Ngoại ngữ', '9']]
01002783,[['Toán', '8'], ['Lí', '8.25'], ['Hóa', '6.5'], ['Sinh', '5'], ['Văn', '8'], ['Ngoại ngữ', '6.6']]
01002784,[['Toán', '8.2'], ['Lí', '8.25'], ['Hóa', '7'], ['Sinh', '5.75'], ['Văn', '6.25'], ['Ngoại ngữ', '7.2']]
01002785,[['Toán', '8.8'], ['Lí', '4'], ['Hóa', '8.5'], ['Sinh', '4.75'], ['Văn', '7.5'], ['Ngoại ngữ', '8.4']]
01002786,[['Toán', '8.4'], ['Lí', '4.75'], ['Hóa', '9.5'], ['Sinh', '4.5'], ['Văn', '7'], ['Ngoại ngữ', '9.4']]
01002787,[['Toán', '7.6'], ['Lí', '7.75'], ['Hóa', '7.25'], ['Sinh', '6.75'], ['Văn', '8.5'], ['Ngoại ngữ', '9.2']]
01002788,[['Toán', '7.6'], ['Lí', '8'], ['Hóa', '4.75'], ['Sinh', '5.75'], ['Văn', '6.75'], ['Ngoại ngữ', '7.4']]
01002789,[['Toán', '8.4'], ['Lí', '8.25'], ['Hóa', '8.5'], ['Sinh', '7'], ['Văn', '7.5'], ['Ngoại ngữ', '7']]
01002790,[['Toán', '8.2'], ['Lí', '7.5'], ['Hóa', '4.25'], ['Sinh', '4.5'], ['Văn', '6.25'], ['Ngoại ngữ', '8.6']]
01002791,[['Toán', '5.8'], ['Lí', '7'], ['Hóa', '5.25'], ['Sinh', '4.25'], ['Văn', '6'], ['Ngoại ngữ', '7.4']]
01002792,[['Toán', '6.4'], ['Lí', '5.75'], ['Hóa', '4.25'], ['Sinh', '4.75'], ['Văn', '7'], ['Ngoại ngữ', '6.6']]
01002793,[['Toán', '8'], ['Lí', '7'], ['Hóa', '7.5'], ['Sinh', '6.75'], ['Văn', '7'], ['Ngoại ngữ', '8.6']]
01002794,[['Toán', '7.4'], ['Lí', '5.75'], ['Hóa', '5.25'], ['Sinh', '6.5'], ['Văn', '5.75'], ['Ngoại ngữ', '8.4']]
01002795,[['Toán', '8.8'], ['Lí', '8'], ['Hóa', '7'], ['Sinh', '5.75'], ['Văn', '6.75'], ['Ngoại ngữ', '8.8']]
01002796,[['Toán', '7.8'], ['Lí', '8'], ['Hóa', '8.75'], ['Sinh', '7.25'], ['Văn', '6.75'], ['Ngoại ngữ', '5.2']]
01002797,[['Toán', '8.2'], ['Lí', '8'], ['Hóa', '6.5'], ['Sinh', '5.75'], ['Văn', '6.5'], ['Ngoại ngữ', '8.8']]
01002798,[['Toán', '8.2'], ['Lí', '7.75'], ['Hóa', '4'], ['Sinh', '4.25'], ['Văn', '7.25'], ['Ngoại ngữ', '9.2']]
01002799,[['Toán', '8.4'], ['Lí', '8.75'], ['Hóa', '6'], ['Sinh', '7.75'], ['Văn', '8.75'], ['Ngoại ngữ', '9.4']]
01002800,[['Toán', '8.6'], ['Lí', '7.25'], ['Hóa', '4.75'], ['Sinh', '5.75'], ['Văn', '6.5'], ['Ngoại ngữ', '6.8']]
01002801,[['Toán', '7.8'], ['Lí', '2.25'], ['Hóa', '6.25'], ['Sinh', '5.5'], ['Văn', '6.5'], ['Ngoại ngữ', '6.2']]
01002802,[['Toán', '8.2'], ['Lí', '8'], ['Hóa', '3.5'], ['Sinh', '4.25'], ['Văn', '5.75'], ['Ngoại ngữ', '8.4']]
01002803,[['Toán', '8.2'], ['Văn', '9'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01002804,[['Toán', '7.4'], ['Văn', '9.5'], ['Sử', '7.25'], ['Địa', '8.5'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.5']]
01002805,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '6'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.25']]
01002806,[['Toán', '7'], ['Văn', '8.25'], ['Sử', '6.25'], ['Địa', '5'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.75']]
01002807,[['Toán', '5.8'], ['Văn', '8.25'], ['Sử', '5.75'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '9']]
01002808,[['Toán', '7.2'], ['Văn', '8.75'], ['Sử', '4'], ['Địa', '5.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.25']]
01002809,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '6'], ['Địa', '6.25'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01002810,[['Toán', '8.6'], ['Văn', '7.5'], ['Sử', '7.75'], ['Địa', '7.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '10']]
01002811,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '8'], ['Địa', '6'], ['Ngoại ngữ', '8'], ['GDCD', '8']]
01002812,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '7'], ['Địa', '6'], ['Ngoại ngữ', '4.2'], ['GDCD', '8.75']]
01002813,[['Toán', '7.6'], ['Lí', '7'], ['Hóa', '6.25'], ['Sinh', '5.75'], ['Văn', '8'], ['Ngoại ngữ', '5.6']]
01002814,[['Toán', '3.6'], ['Văn', '6.75'], ['Sử', '4'], ['Địa', '6.25'], ['Ngoại ngữ', '4.4'], ['GDCD', '7.75']]
01002815,[['Toán', '8.2'], ['Lí', '2'], ['Hóa', '7.5'], ['Sinh', '6.25'], ['Văn', '6.5'], ['Ngoại ngữ', '9']]
01002816,[['Toán', '6.6'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '6.75'], ['Ngoại ngữ', '7.2'], ['GDCD', '7.75']]
01002817,[['Toán', '8'], ['Lí', '4.5'], ['Hóa', '8.75'], ['Sinh', '6.75'], ['Văn', '7'], ['Ngoại ngữ', '8.8']]
01002818,[['Toán', '7'], ['Lí', '7.75'], ['Hóa', '4.25'], ['Sinh', '4.75'], ['Văn', '6.75'], ['Ngoại ngữ', '8']]
01002819,[['Toán', '6.8'], ['Văn', '8.25'], ['Sử', '7'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.5']]
01002820,[['Toán', '7.2'], ['Văn', '8.75'], ['Sử', '6.75'], ['Địa', '7.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.75']]
01002821,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '8'], ['Địa', '6.5'], ['GDCD', '8.25']]
01002822,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '5.5'], ['Địa', '4'], ['Ngoại ngữ', '7.4'], ['GDCD', '7']]
01002823,[['Toán', '5.6'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '5.75'], ['Ngoại ngữ', '7.2'], ['GDCD', '6.75']]
01002824,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '7'], ['Địa', '5.25'], ['Ngoại ngữ', '6.2'], ['GDCD', '8.75']]
01002825,[['Toán', '8.2'], ['Lí', '7.5'], ['Hóa', '5.25'], ['Sinh', '7.25'], ['Văn', '7.25'], ['Ngoại ngữ', '9.2']]
01002826,[['Toán', '8'], ['Lí', '4.25'], ['Hóa', '4'], ['Sinh', '7.25'], ['Văn', '6.75']]
01002827,[['Toán', '7.6'], ['Lí', '3.5'], ['Hóa', '5.75'], ['Sinh', '5'], ['Văn', '6.75'], ['Ngoại ngữ', '8']]
01002828,[['Toán', '6'], ['Lí', '5'], ['Hóa', '4'], ['Sinh', '6.25'], ['Văn', '6.5'], ['Ngoại ngữ', '7']]
01002829,[['Toán', '8.4'], ['Lí', '8.25'], ['Hóa', '6.25'], ['Sinh', '7.25'], ['Văn', '7'], ['Ngoại ngữ', '9.2']]
01002830,[['Toán', '7.8'], ['Lí', '8'], ['Hóa', '4'], ['Sinh', '5.75'], ['Văn', '6'], ['Ngoại ngữ', '8.4']]
01002831,[['Toán', '6.8'], ['Văn', '7.5'], ['Sử', '6'], ['Địa', '5.75'], ['Ngoại ngữ', '4.2'], ['GDCD', '8.5']]
01002832,[['Toán', '7.8'], ['Văn', '7.5'], ['Sử', '8'], ['Địa', '5.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01002833,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '5.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.5']]
01002834,[['Toán', '6.8'], ['Lí', '6.5'], ['Hóa', '1.5'], ['Sinh', '5'], ['Văn', '6.75'], ['Ngoại ngữ', '6.4']]
01002835,[]
01002836,[['Toán', '7.2'], ['Lí', '7.5'], ['Hóa', '4.5'], ['Sinh', '6.25'], ['Văn', '8.25'], ['Ngoại ngữ', '7.6']]
01002837,[['Toán', '8.6'], ['Lí', '5.25'], ['Hóa', '8.5'], ['Sinh', '5.5'], ['Văn', '8.75'], ['Ngoại ngữ', '8.8']]
01002838,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '4'], ['Địa', '5.5'], ['Ngoại ngữ', '4'], ['GDCD', '7.25']]
01002839,[['Toán', '8.6'], ['Lí', '7.25'], ['Hóa', '7.75'], ['Sinh', '6.75'], ['Văn', '6.5']]
01002840,[['Toán', '6.6'], ['Văn', '8'], ['Sử', '8.5'], ['Địa', '8.5'], ['Ngoại ngữ', '6.8'], ['GDCD', '8.25']]
01002841,[['Toán', '7'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '6'], ['Ngoại ngữ', '8'], ['GDCD', '8.75']]
01002842,[['Toán', '7.4'], ['Lí', '7.5'], ['Hóa', '7.5'], ['Sinh', '7'], ['Văn', '8.5'], ['Ngoại ngữ', '9']]
01002843,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '5'], ['Địa', '4.5'], ['Ngoại ngữ', '7.8'], ['GDCD', '7.5']]
01002844,[['Toán', '5.4'], ['Văn', '8.75'], ['Sử', '5.25'], ['Địa', '3.75'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.5']]
01002845,[['Toán', '8.8'], ['Văn', '9.5'], ['Sử', '8.75'], ['Địa', '7.75'], ['Ngoại ngữ', '9.8'], ['GDCD', '9.5']]
01002846,[['Toán', '8.2'], ['Văn', '8.25'], ['Sử', '4.25'], ['Địa', '6.75'], ['Ngoại ngữ', '8.4'], ['GDCD', '9']]
01002847,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '9'], ['Địa', '7'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.75']]
01002848,[['Toán', '3.8'], ['Văn', '6.75'], ['Sử', '5.75'], ['Địa', '5.5'], ['Ngoại ngữ', '3.6'], ['GDCD', '8.75']]
01002849,[['Toán', '7.6'], ['Lí', '8'], ['Hóa', '3.75'], ['Sinh', '7.5'], ['Văn', '6.5'], ['Ngoại ngữ', '8']]
01002850,[['Toán', '5.8'], ['Văn', '8'], ['Sử', '4.75'], ['Địa', '5.75'], ['Ngoại ngữ', '7.8'], ['GDCD', '7.75']]
01002851,[['Toán', '7.8'], ['Văn', '9.25'], ['Sử', '8.75'], ['Địa', '6'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.25']]
01002852,[['Toán', '8.4'], ['Văn', '8.75'], ['Sử', '7'], ['Địa', '5.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.5']]
01002853,[['Toán', '5'], ['Văn', '7.75'], ['Sử', '3.5'], ['Địa', '4.75'], ['Ngoại ngữ', '3.2'], ['GDCD', '6']]
01002854,[['Toán', '6.6'], ['Văn', '8.25'], ['Sử', '7.25'], ['Địa', '6'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01002855,[['Toán', '5'], ['Văn', '7.25'], ['Sử', '6.25'], ['Địa', '6.75'], ['Ngoại ngữ', '5.4'], ['GDCD', '8']]
01002856,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '4.25'], ['Địa', '7'], ['Ngoại ngữ', '9.2'], ['GDCD', '7.75']]
01002857,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '8.25'], ['Địa', '8.75'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01002858,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '5.5'], ['Địa', '6.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '7.5']]
01002859,[['Toán', '7.6'], ['Văn', '9.25'], ['Sử', '7.25'], ['Địa', '7.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01002860,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '6.75'], ['Địa', '6.75'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01002861,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '6.5'], ['Ngoại ngữ', '8'], ['GDCD', '8.75']]
01002862,[['Toán', '8.2'], ['Văn', '8.5'], ['Sử', '7.25'], ['Địa', '8'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01002863,[['Toán', '7.6'], ['Lí', '6.5'], ['Hóa', '4.5'], ['Sinh', '5.75'], ['Văn', '8'], ['Ngoại ngữ', '5.6']]
01002864,[['Toán', '7.2'], ['Văn', '8.75'], ['Sử', '6.75'], ['Địa', '6.25'], ['GDCD', '8']]
01002865,[['Toán', '7.6'], ['Văn', '7.75'], ['Sử', '6'], ['Địa', '5.5'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.5']]
01002866,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '8'], ['Địa', '7'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01002867,[['Toán', '7'], ['Lí', '4.75'], ['Hóa', '7.5'], ['Sinh', '7.75'], ['Văn', '6.5'], ['Ngoại ngữ', '5.4']]
01002868,[['Toán', '7.6'], ['Văn', '7.25'], ['Sử', '5.75'], ['Địa', '5.75'], ['GDCD', '7.5']]
01002869,[['Toán', '8.4'], ['Văn', '7.5'], ['Sử', '7.5'], ['Địa', '8'], ['GDCD', '9']]
01002870,[['Toán', '5.8'], ['Văn', '8'], ['Sử', '8'], ['Địa', '7.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.75']]
01002871,[['Toán', '5.6'], ['Văn', '8.75'], ['Sử', '8.75'], ['Địa', '6.75'], ['GDCD', '9.5']]
01002872,[['Toán', '9'], ['Lí', '5.25'], ['Hóa', '8.25'], ['Sinh', '5'], ['Văn', '8.5'], ['Ngoại ngữ', '9.4']]
01002873,[['Toán', '6.8'], ['Văn', '8.75'], ['Sử', '7'], ['Địa', '7'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.25']]
01002874,[['Toán', '7.8'], ['Văn', '8.75'], ['Sử', '6.5'], ['Địa', '8.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01002875,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '7'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.75']]
01002876,[['Toán', '7.4'], ['Lí', '7.25'], ['Hóa', '7.5'], ['Sinh', '9'], ['Văn', '8.75'], ['Ngoại ngữ', '9']]
01002877,[['Toán', '6.4'], ['Văn', '8'], ['Sử', '3.5'], ['Địa', '4.25'], ['Ngoại ngữ', '3.4'], ['GDCD', '7']]
01002878,[['Toán', '8'], ['Văn', '9'], ['Sử', '7'], ['Địa', '8'], ['Ngoại ngữ', '9'], ['GDCD', '9']]
01002879,[['Toán', '4.6'], ['Văn', '8.75'], ['Sử', '5.75'], ['Địa', '4'], ['GDCD', '8.25']]
01002880,[['Toán', '5.8'], ['Văn', '8.5'], ['Sử', '8'], ['Địa', '7.5'], ['Ngoại ngữ', '7.8'], ['GDCD', '9.25']]
01002881,[['Toán', '7.8'], ['Văn', '7.75'], ['Sử', '5.75'], ['Địa', '5.25'], ['Ngoại ngữ', '9'], ['GDCD', '8.75']]
01002882,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '6'], ['Địa', '5.25'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01002883,[['Toán', '3'], ['Văn', '9'], ['Sử', '8'], ['Địa', '9.25'], ['Ngoại ngữ', '6.4'], ['GDCD', '8.75']]
01002884,[['Toán', '8'], ['Văn', '8.25'], ['Sử', '7.5'], ['Địa', '8.5'], ['Ngoại ngữ', '8'], ['GDCD', '9.5']]
01002885,[['Toán', '8'], ['Lí', '7.75'], ['Hóa', '7'], ['Sinh', '6.75'], ['Văn', '5']]
01002886,[['Toán', '4.6'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '6.25'], ['Ngoại ngữ', '7'], ['GDCD', '8.25']]
01002887,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '5.5'], ['Địa', '8.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.75']]
01002888,[['Toán', '7.2'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '5.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '7.5']]
01002889,[['Toán', '7.8'], ['Văn', '8.75'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '8.2'], ['GDCD', '8.75']]
01002890,[['Toán', '5.6'], ['Văn', '6.75'], ['Sử', '4'], ['Địa', '5']]
01002891,[['Toán', '7.8'], ['Lí', '7.75'], ['Hóa', '3.5'], ['Sinh', '5.5'], ['Văn', '6.5'], ['Ngoại ngữ', '9']]
01002892,[['Toán', '3'], ['Văn', '6'], ['Sử', '7.5'], ['Địa', '6.5']]
01002893,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '8'], ['Địa', '7.75'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.5']]
01002894,[['Toán', '8.8'], ['Lí', '7.75'], ['Hóa', '8'], ['Sinh', '6.5'], ['Văn', '8.5'], ['Ngoại ngữ', '8.8']]
01002895,[['Toán', '8'], ['Lí', '6.75'], ['Hóa', '6.5'], ['Sinh', '7'], ['Văn', '9'], ['Ngoại ngữ', '8.2']]
01002896,[['Toán', '7.8'], ['Văn', '9.25'], ['Sử', '4.25'], ['Địa', '7.25'], ['Ngoại ngữ', '6.2'], ['GDCD', '9']]
01002897,[['Toán', '9'], ['Lí', '8.75'], ['Hóa', '6.25'], ['Sinh', '7'], ['Văn', '8.75'], ['Ngoại ngữ', '9']]
01002898,[['Toán', '6.8'], ['Văn', '9.25'], ['Sử', '4.75'], ['Địa', '5.25'], ['Ngoại ngữ', '8'], ['GDCD', '6.25']]
01002899,[['Toán', '7.4'], ['Văn', '6.75'], ['Ngoại ngữ', '8.2']]
01002900,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '7'], ['Ngoại ngữ', '8.2'], ['GDCD', '8']]
01002901,[['Toán', '8.2'], ['Lí', '7.25'], ['Hóa', '6.75'], ['Sinh', '6.5'], ['Văn', '6.25'], ['Ngoại ngữ', '9']]
01002902,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '3'], ['Địa', '5.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '7.25']]
01002903,[['Toán', '6.8'], ['Lí', '4.5'], ['Hóa', '7'], ['Sinh', '6'], ['Văn', '6.5'], ['Ngoại ngữ', '7.2']]
01002904,[['Toán', '8.8'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '7.5'], ['Ngoại ngữ', '8.2'], ['GDCD', '9.25']]
01002905,[['Toán', '8'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '9']]
01002906,[['Toán', '6.4'], ['Văn', '7.25'], ['Sử', '4.5'], ['Địa', '5'], ['Ngoại ngữ', '7.8'], ['GDCD', '5.25']]
01002907,[['Toán', '7.4'], ['Lí', '8.25'], ['Hóa', '7.75'], ['Sinh', '7.5'], ['Văn', '9.25'], ['Ngoại ngữ', '8.8']]
01002908,[['Toán', '7.8'], ['Văn', '9.25'], ['Sử', '5'], ['Địa', '6.25'], ['Ngoại ngữ', '9'], ['GDCD', '7.25']]
01002909,[['Toán', '3.2'], ['Văn', '5'], ['Sử', '3.75'], ['Địa', '4.75']]
01002910,[['Toán', '8.2'], ['Lí', '8.25'], ['Hóa', '5'], ['Sinh', '7'], ['Văn', '6.75'], ['Ngoại ngữ', '8.6']]
